titles,dates,creators,contributors,descriptions,coverage,subjects,types,formats,identifiers,languages,publishers,relations,rights,sources,,,,,,,,,,,
Condolence Letter from J.W. Snyder to Elizabeth Iliff Warren,7/29/12,"Synder, J.W.",,"A condolence letter addressed to ""Mrs. H.W. Warren"" from J.W. Snyder; July 29, 1912",,Condolence notes,Text,,ist1040,en-US,IlIff School of Theology,,"No commercial reproduction or distribution of this material is permitted without the permission of the Margaret E. Scheve Archives at the Iliff School of Theology (contact support@iliff.edu). This material may be freely used for educational purposes, provided it is not altered in any way. Cite Margaret E. Scheve Archives at the Iliff School of Theology.",Bishop Henry White Warren Collection,,,,,,,,,,,
Condolence Telegraph from President Taft,7/25/12,"Taft, William H.",The Western Union Telegraph Company,A condolence telegraph sent to Mrs. Henry White Warren from President Taft,,Condolence notes,Text,,ist1041,en-US,IlIff School of Theology,,"No commercial reproduction or distribution of this material is permitted without the permission of the Margaret E. Scheve Archives at the Iliff School of Theology (contact support@iliff.edu). This material may be freely used for educational purposes, provided it is not altered in any way. Cite Margaret E. Scheve Archives at the Iliff School of Theology.",Bishop Henry White Warren Collection,,,,,,,,,,,
Condolence Letter from W.F. Warren to Elizabeth Iliff Warren,7/26/12,"Warren, W. F.",,"A condolence letter addressed to ""Dear Sister"" from W.F. Warrren; July 26, 1912",,Condolence notes,Text,,ist1042,en-US,Iliff School of Theology,,"No commercial reproduction or distribution of this material is permitted without the permission of the Margaret E. Scheve Archives at the Iliff School of Theology (contact support@iliff.edu). This material may be freely used for educational purposes, provided it is not altered in any way. Cite Margaret E. Scheve Archives at the Iliff School of Theology.",Bishop Henry White Warren Collection,,,,,,,,,,,
Condolence Letter from Minnie Watson to Elizabeth Iliff Warren,8/5/12,"Watson, Minnie",,"A condolence letter addressed to ""My dear Mrs. Warren"" from Minnie Watson; August 5, 1912",,Condolence notes,Text,,ist1043,en-US,Iliff School of Theology,,"No commercial reproduction or distribution of this material is permitted without the permission of the Margaret E. Scheve Archives at the Iliff School of Theology (contact support@iliff.edu). This material may be freely used for educational purposes, provided it is not altered in any way. Cite Margaret E. Scheve Archives at the Iliff School of Theology.",Bishop Henry White Warren Collection,,,,,,,,,,,
Condolence Letter from Fields Hermance to Elizabeth Iliff Warren,7/25/12,"Hermance, Fields",,"A condolence letter addressed to ""My dear Mrs. Warren"" from Fields Hermance; July 25, 1912",,Condolence notes,Text,,ist1044,en-US,Iliff School of Theology,,"No commercial reproduction or distribution of this material is permitted without the permission of the Margaret E. Scheve Archives at the Iliff School of Theology (contact support@iliff.edu). This material may be freely used for educational purposes, provided it is not altered in any way. Cite Margaret E. Scheve Archives at the Iliff School of Theology.",Bishop Henry White Warren Collection,,,,,,,,,,,
Condolence Letter from Thomas Baxter White to Elizabeth Iliff Warren,8/2/12,"White, Thomas",,"A condolence letter addressed to ""Madame"" from Thomas Baxter White; August 2, 1912",,Condolence notes,Text,,ist1045,en-US,Iliff School of Theology,,"No commercial reproduction or distribution of this material is permitted without the permission of the Margaret E. Scheve Archives at the Iliff School of Theology (contact support@iliff.edu). This material may be freely used for educational purposes, provided it is not altered in any way. Cite Margaret E. Scheve Archives at the Iliff School of Theology.",Bishop Henry White Warren Collection,,,,,,,,,,,
Condolence Letter from Marion Winfield Hissey to Elizabeth Iliff Warren,7/25/12,"Hissey, Marion",,"A condolence letter addressed to ""My Dear Mrs. Warren"" from M.W. Hissey; July 25, 1912",,Condolence notes,Text,,ist1046,en-US,Iliff School of Theology,,"No commercial reproduction or distribution of this material is permitted without the permission of the Margaret E. Scheve Archives at the Iliff School of Theology (contact support@iliff.edu). This material may be freely used for educational purposes, provided it is not altered in any way. Cite Margaret E. Scheve Archives at the Iliff School of Theology.",Bishop Henry White Warren Collection,,,,,,,,,,,
Condolence Letter from J.W. and E.J.R. Smith to Elizabeth Iliff Warren,8/19/12,"Smith, J.W.",,"A condolence letter addressed to ""Mrs. Warren"" from J.W. and E.J.R. Smith; August 19, 1912",,Condolence notes,Text,,ist1047,en-US,Iliff School of Theology,,"No commercial reproduction or distribution of this material is permitted without the permission of the Margaret E. Scheve Archives at the Iliff School of Theology (contact support@iliff.edu). This material may be freely used for educational purposes, provided it is not altered in any way. Cite Margaret E. Scheve Archives at the Iliff School of Theology.",Bishop Henry White Warren Collection,,,,,,,,,,,
Condolence Letter from W.H. Wells to Elizabeth Iliff Warren,8/4/12,"Wells, W.H.",,"A condolence letter addressed to ""Mrs. Bishop Warren"" from W.H. Wells; August 4, 1912",,Condolence notes,Text,,ist1048,en-US,Iliff School of Theology,,"No commercial reproduction or distribution of this material is permitted without the permission of the Margaret E. Scheve Archives at the Iliff School of Theology (contact support@iliff.edu). This material may be freely used for educational purposes, provided it is not altered in any way. Cite Margaret E. Scheve Archives at the Iliff School of Theology.",Bishop Henry White Warren Collection,,,,,,,,,,,
Condolence Letter from Ida McFarlane to Elizabeth Iliff Warren,8/9/12,"McFarlane, Ida",,"A condolence letter addressed to ""Mrs.Warren"" from Ida McFarlane; August 9, 1912",,Condolence notes,Text,,ist1049,en-US,Iliff School of Theology,,"No commercial reproduction or distribution of this material is permitted without the permission of the Margaret E. Scheve Archives at the Iliff School of Theology (contact support@iliff.edu). This material may be freely used for educational purposes, provided it is not altered in any way. Cite Margaret E. Scheve Archives at the Iliff School of Theology.",Bishop Henry White Warren Collection,,,,,,,,,,,
Condolence Letter from James Bolton to Elizabeth Iliff Warren,7/24/12,"Bolton, James",,"A condolence letter addressed to ""Mrs. Warren"" from James Bolton; July 24, 1912",,Condolence notes,Text,,ist1050,en-US,Iliff School of Theology,,"No commercial reproduction or distribution of this material is permitted without the permission of the Margaret E. Scheve Archives at the Iliff School of Theology (contact support@iliff.edu). This material may be freely used for educational purposes, provided it is not altered in any way. Cite Margaret E. Scheve Archives at the Iliff School of Theology.",Bishop Henry White Warren Collection,,,,,,,,,,,
Condolence Letter from Sylvester Ellis to Elizabeth Iliff Warren,7/27/12,"Ellis, Sylvester",,"A condolence letter addressed to ""My Dear Mrs. Warren"" from Sylvester Ellis; July 27, 1912",,Condolence notes,Text,,ist1051,en-US,Iliff School of Theology,,"No commercial reproduction or distribution of this material is permitted without the permission of the Margaret E. Scheve Archives at the Iliff School of Theology (contact support@iliff.edu). This material may be freely used for educational purposes, provided it is not altered in any way. Cite Margaret E. Scheve Archives at the Iliff School of Theology.",Bishop Henry White Warren Collection,,,,,,,,,,,
Condolence Letter from J.W. Bashford to Elizabeth Iliff Warren,8/3/12,"Bashford, J.W.",,"A condolence letter addressed to ""Dear Mrs Warren"" from Bishop J.W. Bashford; August 3, 1912",,Condolence notes,Text,,ist1052,en-US,Iliff School of Theology,,"No commercial reproduction or distribution of this material is permitted without the permission of the Margaret E. Scheve Archives at the Iliff School of Theology (contact support@iliff.edu). This material may be freely used for educational purposes, provided it is not altered in any way. Cite Margaret E. Scheve Archives at the Iliff School of Theology.",Bishop Henry White Warren Collection,,,,,,,,,,,
Condolence Letter from O.P Wright to Elizabeth Iliff Warren,8/2/12,"Wright, O.P.",,"A condolence letter addressed to ""Dear Mrs. Warren"" from O.P. Wright; August 2, 1912",,Condolence notes,Text,,ist1053,en-US,Iliff School of Theology,,"No commercial reproduction or distribution of this material is permitted without the permission of the Margaret E. Scheve Archives at the Iliff School of Theology (contact support@iliff.edu). This material may be freely used for educational purposes, provided it is not altered in any way. Cite Margaret E. Scheve Archives at the Iliff School of Theology.",Bishop Henry White Warren Collection,,,,,,,,,,,
Condolence Letter from E.N. Edgerton to Elizabeth Iliff Warren,7/25/12,"Edgerton, E.N.",,"A condolence letter addressed to ""Mrs. Elizabeth Iliff Warren"" from E.N. Edgerton; July 25, 1912",,Condolence notes,Text,,ist1054,en-US,Iliff School of Theology,,"No commercial reproduction or distribution of this material is permitted without the permission of the Margaret E. Scheve Archives at the Iliff School of Theology (contact support@iliff.edu). This material may be freely used for educational purposes, provided it is not altered in any way. Cite Margaret E. Scheve Archives at the Iliff School of Theology.",Bishop Henry White Warren Collection,,,,,,,,,,,
Condolence Letter from M.B. Gott to Elizabeth Iliff Warren,7/30/12,"Gott, M.B.",,"A condolence letter addressed to ""Dear Sister Warren"" from Reverend M.B. Gott; July 30, 1912",,Condolence notes,Text,,ist1055,en-US,Iliff School of Theology,,"No commercial reproduction or distribution of this material is permitted without the permission of the Margaret E. Scheve Archives at the Iliff School of Theology (contact support@iliff.edu). This material may be freely used for educational purposes, provided it is not altered in any way. Cite Margaret E. Scheve Archives at the Iliff School of Theology.",Bishop Henry White Warren Collection,,,,,,,,,,,
